0, 0 PITCH YAW ROLL Fist OpenHand PuppetHand Fingerpoint;
1, 33 0.26 0. 0.;
2, 66 0.26 0. 0.;
3, 99 0.26 0. 0.;
4, 132 0.26 0. 0.;
5, 165 0.26 0. 0.;
6, 198 0.26 0. 0.;
7, 231 0.26 0. 0.;
8, 264 0.26 0. 0.;
9, 297 0.26 0. 0.;
10, 330 0.26 0. 0.;
11, 363 0.26 0. 0.;
12, 396 0.26 0. 0.;
13, 429 0.26 0. 0.;
14, 462 0.26 0. 0.;
15, 495 0.26 0. 0.;
16, 528 0.26 0. 0.;
17, 561 0.26 0. 0.;
18, 594 0.26 0. 0.;
19, 627 0.26 0. 0.;
20, 660 0.26 0. 0.;
21, 693 0.26 0. 0.;
22, 726 0.26 0. 0.;
23, 759 0.26 0. 0.;
24, 792 0.26 0. 0.;
25, 825 0.26 0. 0.;
26, 858 0.26 0. 0.;
27, 891 0.26 0. 0.;
28, 924 0.26 0. 0.;
29, 957 0.26 0. 0.;
30, 990 0.26 0. 0.;
31, 1023 0.26 0. 0.;
32, 1056 0.26 0. 0.;
33, 1089 0.26 0. 0.;
34, 1122 0.26 0. 0.;
35, 1155 0.26 0. 0.;
36, 1188 0.26 0. 0.;
37, 1221 0.26 0. 0.;
38, 1254 0.26 0. 0.;
39, 1287 0.26 0. 0.;
40, 1320 0.26 0. 0.;
41, 1353 0.26 0. 0.;
42, 1386 0.26 0. 0.;
43, 1419 0.26 0.26 0.26;
44, 1452 0.26 0.26 0.26;
45, 1485 0.26 0.26 0.26;
46, 1518 0.2 0.2 0.2;
47, 1551 0.17 0.17 0.17;
48, 1584 0.17 0.17 0.17;
49, 1617 0.17 0.17 0.17;
50, 1650 0.17 0.17 0.17;
51, 1683 0.2 0.2 0.2;
52, 1716 0.2 0.2 0.2;
53, 1749 0.2 0.2 0.2;
54, 1782 0.2 0.2 0.2;
55, 1815 0.2 0.2 0.2;
56, 1848 0.2 0.2 0.2;
57, 1881 0.2 0.2 0.2;
58, 1914 0.2 0.2 0.2;
59, 1947 0.2 0.2 0.2;
60, 1980 0.2 0.2 0.2;
61, 2013 0.2 0.2 0.2;
62, 2046 0.2 0.2 0.2;
63, 2079 0.23 0.23 0.23;
64, 2112 0.23 0.23 0.23;
65, 2145 0.2 0.2 0.2;
66, 2178 0.17 0.17 0.17;
67, 2211 0.17 0.17 0.17;
68, 2244 0.17 0.17 0.17;
69, 2277 0.17 0.17 0.17;
70, 2310 0.17 0.17 0.17;
71, 2343 0.17 0.17 0.17;
72, 2376 0.17 0.17 0.17;
73, 2409 0.17 0.17 0.17;
74, 2442 0.17 0.17 0.17;
75, 2475 0.17 0.17 0.17;
76, 2508 0.17 0.17 0.17;
77, 2541 0.04 0.04 0.04;
78, 2574 -0.25 -0.25 -0.25;
79, 2607 -0.38 -0.38 -0.38;
80, 2640 -0.38 -0.38 -0.38;
81, 2673 -0.38 -0.38 -0.38;
82, 2706 -0.38 -0.38 -0.38;
83, 2739 -0.38 -0.38 -0.38;
84, 2772 -0.44 -0.44 -0.44;
85, 2805 -0.47 -0.47 -0.47;
86, 2838 -0.47 -0.47 -0.47;
87, 2871 -0.47 -0.47 -0.47;
88, 2904 -0.12 -0.12 -0.12;
89, 2937 0.14 0.14 0.14;
90, 2970 0.14 0.14 0.14;
91, 3003 0.14 0.14 0.14;
92, 3036 0.14 0.14 0.14;
93, 3069 0.14 0.14 0.14;
94, 3102 0.14 0.14 0.14;
95, 3135 0.43 0.43 0.43;
96, 3168 0.46 0.46 0.46;
97, 3201 0.46 0.46 0.46;
98, 3234 0.4 0.4 0.4;
99, 3267 0.34 0.34 0.34;
100, 3300 0.34 0.34 0.34;
101, 3333 0.34 0.34 0.34;
102, 3366 0.4 0.4 0.4;
103, 3399 0.4 0.4 0.4;
104, 3432 0.4 0.4 0.4;
105, 3465 0.37 0.37 0.37;
106, 3498 0.37 0.37 0.37;
107, 3531 0.37 0.37 0.37;
108, 3564 0.37 0.37 0.37;
109, 3597 0.4 0.4 0.4;
110, 3630 0.4 0.4 0.4;
111, 3663 0.4 0.4 0.4;
112, 3696 0.37 0.37 0.37;
113, 3729 0.37 0.37 0.37;
114, 3762 0.37 0.37 0.37;
115, 3795 0.43 0.43 0.43;
116, 3828 0.46 0.46 0.46;
117, 3861 0.46 0.46 0.46;
118, 3894 0.46 0.46 0.46;
119, 3927 0.4 0.4 0.4;
120, 3960 0.21 0.21 0.21;
121, 3993 0.18 0.18 0.18;
122, 4026 0.18 0.18 0.18;
123, 4059 0.24 0.24 0.24;
124, 4092 0.3 0.3 0.3;
125, 4125 0.3 0.3 0.3;
126, 4158 0.3 0.3 0.3;
127, 4191 0.3 0.3 0.3;
128, 4224 0.24 0.24 0.24;
129, 4257 0.18 0.18 0.18;
130, 4290 0.18 0.18 0.18;
131, 4323 0.18 0.18 0.18;
132, 4356 0.18 0.18 0.18;
133, 4389 0.18 0.18 0.18;
134, 4422 0.27 0.27 0.27;
135, 4455 0.27 0.27 0.27;
136, 4488 0.27 0.27 0.27;
137, 4521 0.27 0.27 0.27;
138, 4554 0.27 0.27 0.27;
139, 4587 0.27 0.27 0.27;
140, 4620 0.27 0.27 0.27;
141, 4653 0.18 0.18 0.18;
142, 4686 0.18 0.18 0.18;
143, 4719 0.18 0.18 0.18;
144, 4752 0.15 0.15 0.15;
145, 4785 0.15 0.15 0.15;
146, 4818 0.15 0.15 0.15;
147, 4851 0.12 0.12 0.12;
148, 4884 0.12 0.12 0.12;
149, 4917 0.12 0.12 0.12;
150, 4950 0.12 0.12 0.12;
151, 4983 0.12 0.12 0.12;
152, 5016 0.12 0.12 0.12;
153, 5049 0.12 0.12 0.12;
154, 5082 0.12 0.12 0.12;
155, 5115 0.12 0.12 0.12;
156, 5148 0.12 0.12 0.12;
157, 5181 0.12 0.12 0.12;
158, 5214 0.09 0.09 0.09;
159, 5247 -0.19 -0.19 -0.19;
160, 5280 -0.19 -0.19 -0.19;
161, 5313 -0.22 -0.22 -0.22;
162, 5346 -0.28 -0.28 -0.28;
163, 5379 -0.31 -0.31 -0.31;
164, 5412 -0.31 -0.31 -0.31;
165, 5445 -0.31 -0.31 -0.31;
166, 5478 -0.31 -0.31 -0.31;
167, 5511 -0.31 -0.31 -0.31;
168, 5544 -0.31 -0.31 -0.31;
169, 5577 -0.31 -0.31 -0.31;
170, 5610 -0.25 -0.25 -0.25;
171, 5643 -0.25 -0.25 -0.25;
172, 5676 -0.25 -0.25 -0.25;
173, 5709 -0.25 -0.25 -0.25;
174, 5742 -0.25 -0.25 -0.25;
175, 5775 -0.22 -0.22 -0.22;
176, 5808 -0.22 -0.22 -0.22;
177, 5841 -0.22 -0.22 -0.22;
178, 5874 -0.22 -0.22 -0.22;
179, 5907 -0.22 -0.22 -0.22;
180, 5940 -0.22 -0.22 -0.22;
181, 5973 -0.22 -0.22 -0.22;
182, 6006 -0.22 -0.22 -0.22;
183, 6039 -0.22 -0.22 -0.22;
184, 6072 -0.22 -0.22 -0.22;
185, 6105 -0.22 -0.22 -0.22;
186, 6138 -0.22 -0.22 -0.22;
187, 6171 -0.22 -0.22 -0.22;
188, 6204 -0.22 -0.22 -0.22;
189, 6237 -0.22 -0.22 -0.22;
190, 6270 -0.22 -0.22 -0.22;
191, 6303 -0.22 -0.22 -0.22;
192, 6336 -0.22 -0.22 -0.22;
